,name,archetype,position,overall,outside_scoring,athleticism,inside_scoring,playmaking,defending,rebounding,intangibles,potential,total_attributes,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,speed,acceleration,strength,vertical,stamina,hustle,overall_durability,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,interior_defense,perimeter_defense,steal,block,lateral_quickness,help_defense_iq,pass_perception,defensive_consistency,offensive_rebound,defensive_rebound,anchor,backdown_punisher,boxout_beast,brick_wall,clutch_shooter,dream_shake,dropstepper,masher,post_move_lockdown,post_playmaker,post_spin_technician,rise_up,vice_grip,aerial_wizard,amped,break_starter,bully,fearless_finisher,middy_magician,pogo_stick,pro_touch,volume_shooter,agent_3,catch_and_shoot,claymore,green_machine,needle_threader,rebound_chaser,acrobat,ankle_breaker,bail_out,blinders,deadeye,dimer,floor_general,guard_up,handles_for_days,hyperdrive,killer_combos,slithery,space_creator,special_delivery,clamp_breaker,giant_slayer,limitless_range,unpluckable,fast_twitch,mismatch_expert,quick_first_step,slippery_off_ball,corner_specialist,glove,interceptor,ankle_braces,challenger,clamps,menace,off_ball_pest,pick_dodger,chase_down_artist,work_horse,comeback_kid,posterizer,limitless_takeoff,rhythm_shooter,weight,height
508,Josh Green,Inside-Out Scorer,SF,73,79,82,57,65,64,53,25,76,"2,543",80,74,79,77,90,75,86,86,60,80,89,90,83,80,30,80,35,34,30,69,95,70,70,72,70,42,35,75,66,51,81,79,63,60,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,196
509,Frank Ntilikina,2-Way Shot Creator,PG,72,72,74,48,76,66,43,55,74,"2,452",90,87,77,86,50,40,80,82,47,70,81,80,80,65,30,45,32,48,40,39,85,77,86,80,77,58,35,82,59,47,82,80,70,70,34,52,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,90,193
510,Jaden Hardy,Tempo-Pushing Guard,SG,70,65,77,60,71,52,48,75,80,"2,429",72,75,74,79,45,45,83,83,39,85,84,85,80,76,40,80,47,49,49,54,85,65,83,76,65,66,34,55,65,33,76,50,51,50,46,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,193
511,Theo Pinson,Perimeter Defender,SG,68,61,72,55,59,63,47,75,72,"2,345",70,64,70,86,50,25,73,77,40,80,80,75,81,75,45,75,35,38,38,55,75,50,70,67,45,62,60,71,49,51,75,69,68,60,32,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,196
512,Tyler Dorsey,3PT Shooter,PG,68,70,73,48,60,50,50,60,72,"2,247",52,75,79,76,75,65,78,78,37,75,85,80,80,70,30,40,28,34,42,54,85,64,68,74,55,38,44,55,56,37,66,50,60,30,34,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,193
513,McKinley Wright IV,Tempo-Pushing Point,PG,68,65,74,44,73,59,41,40,72,"2,291",69,69,71,84,50,45,84,84,32,83,80,78,80,74,25,50,25,32,25,45,77,70,75,84,66,69,25,71,63,45,79,70,69,50,40,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,180
514,D.J. Stewart Jr.,Athletic Finisher,SG,68,65,74,60,64,59,48,50,71,"2,399",70,70,74,81,60,35,81,81,49,80,80,65,83,72,60,85,44,47,47,49,75,60,69,74,62,54,51,63,64,31,70,66,70,60,41,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,198
515,Tyler Hall,3PT Shooter,SG,66,69,69,51,60,52,41,60,70,"2,229",67,73,79,83,60,50,68,68,49,69,80,72,80,68,40,60,41,42,45,41,70,61,64,65,59,51,45,59,33,62,69,50,55,40,28,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,196
516,Dirk Nowitzki,2-Way Diming 3-Level Scorer,PF,98,97,81,85,64,71,91,98,98,"3,089",98,98,96,92,98,98,63,63,89,75,98,98,82,78,70,50,93,99,98,92,98,75,60,25,89,70,88,43,55,78,43,87,88,85,89,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,216
517,Luka Doncic,Versatile Offensive Force,SF,94,90,84,77,90,63,60,80,94,"2,989",97,95,86,73,90,98,83,83,70,72,98,98,85,95,55,70,64,69,70,96,98,85,94,83,97,91,48,73,42,55,75,73,69,65,38,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,201
518,Derek Harper,2-Way Playshot,PG,89,86,79,57,89,76,37,98,89,"2,836",80,84,83,81,98,90,88,88,56,63,95,85,81,87,25,47,36,55,48,69,85,87,86,90,97,83,47,88,88,32,90,84,95,85,32,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,193
519,Mark Aguirre,2-Way 3-Level Scorer,SF,88,86,83,87,74,75,69,98,88,"3,089",90,88,77,76,88,95,78,75,88,80,95,80,86,89,75,80,95,96,94,85,83,75,79,74,82,62,77,77,80,68,78,75,70,75,68,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,198
520,Jamal Mashburn,3-Level Scorer,SF,88,90,82,80,74,69,63,70,88,"2,956",94,92,79,85,92,95,78,75,82,84,95,90,72,90,65,75,75,76,70,92,95,74,78,73,75,68,70,74,65,42,74,78,75,75,62,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,203
521,Rolando Blackman,All-Around Threat,SG,88,92,85,73,79,73,53,60,88,"2,958",96,92,83,90,95,95,85,85,69,82,96,92,85,90,40,75,59,70,64,88,98,76,84,80,85,69,65,84,62,40,84,83,78,85,54,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,198
522,Jim Jackson,2-Way 3-Level Scorer,SG,88,90,86,78,79,73,59,60,88,"3,009",93,90,80,83,98,98,81,80,75,82,97,91,95,92,60,75,72,70,69,89,95,79,82,79,82,72,59,79,75,50,79,82,81,80,57,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,198
523,Michael Finley,2-Way 3-Level Scorer,SF,88,89,83,79,70,66,61,60,88,"2,900",85,86,87,85,94,98,83,80,68,95,98,73,86,88,55,90,60,79,79,88,95,74,80,76,70,49,63,77,61,40,77,80,51,80,54,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,201
524,Jason Kidd,2-Way Playshot,PG,87,80,81,55,91,75,50,80,87,"2,810",80,84,79,69,90,80,91,90,58,78,93,80,77,85,25,29,40,55,48,65,95,88,93,94,90,89,70,85,85,30,89,80,80,80,37,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,193
525,Steve Nash,Versatile Offensive Force,PG,87,88,77,50,91,57,40,70,87,"2,606",85,84,90,90,98,80,90,90,40,55,95,85,82,92,25,28,28,25,30,71,98,95,91,90,95,82,25,65,62,30,72,67,75,60,37,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,191
526,Jason Terry,Versatile Offensive Force,PG,86,93,76,56,83,58,35,85,88,"2,658",94,95,96,88,94,90,94,94,40,63,94,73,77,89,25,40,50,50,35,72,85,78,84,94,82,79,33,69,63,40,72,65,68,50,31,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,188
527,James Donaldson,Paint Beast,C,85,70,77,77,48,73,88,40,85,"2,699",92,73,25,81,80,70,63,55,90,68,85,95,82,74,75,65,85,81,88,68,80,59,40,30,59,50,83,55,60,86,55,83,78,85,87,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,218
528,Brad Davis,Playmaking Shot Creator,PG,84,84,79,54,85,67,35,80,86,"2,680",78,80,84,82,98,80,80,80,50,70,90,98,85,81,25,68,36,44,25,65,90,84,86,80,95,78,40,76,60,27,76,85,84,85,31,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,191
529,Shawn Bradley,Paint Beast,C,82,71,52,73,30,67,89,98,83,"2,417",85,52,25,82,98,85,25,25,65,31,89,50,81,47,95,45,82,68,79,78,92,30,30,25,34,29,88,26,64,94,26,90,64,80,88,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,229
530,Kevin Durant,All-Around Threat,PF,96,95,81,85,82,73,60,98,99,"3,123",98,98,88,88,98,98,80,80,63,77,94,85,88,95,60,85,74,86,86,92,98,78,92,80,88,74,68,85,38,62,85,85,75,85,45,75,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,108,208
531,Kyrie Irving,Versatile Offensive Force,PG,89,93,79,62,87,64,43,60,92,"2,782",97,94,85,93,90,98,85,85,37,81,97,87,80,95,25,30,35,70,64,80,96,88,99,85,89,72,32,73,53,53,76,75,86,60,33,52,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,88,188
532,Ben Simmons,2-Way Slashing Playmaker,PG,83,67,89,83,83,83,62,60,87,"3,041",84,46,58,61,70,85,92,92,80,85,97,97,83,90,83,86,76,73,78,80,98,79,86,84,89,76,79,87,83,56,86,89,92,90,52,72,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,108,211
533,T.J. Warren,3-Level Scorer,SF,79,84,72,70,60,53,43,65,80,"2,516",91,82,78,81,80,90,61,61,75,63,91,70,84,92,50,80,62,68,62,75,68,65,78,60,65,32,54,62,35,25,68,65,62,50,34,52,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,99,203
534,Seth Curry,3-Level Scorer,SG,78,89,73,46,74,47,39,80,78,"2,392",93,97,86,88,85,85,78,78,41,68,89,80,80,85,25,36,27,35,30,60,69,75,78,77,75,63,25,57,40,40,68,54,55,35,30,47,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,83,188
535,Joe Harris,Shooter,SF,76,80,72,49,63,52,44,85,78,"2,351",74,80,87,77,90,70,69,69,40,67,90,85,83,66,25,45,30,48,32,55,88,72,73,67,74,29,34,66,35,35,69,58,63,55,31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,198
536,Nicolas Claxton,Paint Protector,C,76,69,76,73,43,62,72,60,78,"2,522",77,64,67,50,80,75,63,62,71,79,90,89,80,75,80,75,72,64,72,66,80,40,49,44,48,32,74,64,40,83,64,72,44,55,72,72,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,97,211
537,Edmond Sumner,Inside-Out Scorer,SG,75,78,78,60,65,55,42,98,75,"2,508",75,72,81,81,85,75,82,82,40,93,86,80,82,74,50,80,37,44,45,67,80,70,70,81,69,34,44,62,53,47,75,60,60,35,36,48,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,193
538,Cameron Thomas,Inside the Arc Scorer,SG,74,83,74,70,60,52,45,25,77,"2,478",94,92,67,87,83,75,77,77,54,79,86,65,80,81,50,75,58,70,75,75,74,59,78,70,52,39,41,59,42,40,75,59,58,40,32,58,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,191
539,Royce O’Neale,2-Way Inside-Out Scorer,SF,74,77,71,62,59,71,50,50,76,"2,545",90,67,82,86,80,55,62,62,67,65,80,80,82,74,55,70,54,52,59,59,75,60,68,62,63,41,68,83,53,51,83,84,68,80,40,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,102,196
540,Day’Ron Sharpe,Glass Cleaner,C,73,55,75,59,51,61,84,60,78,"2,373",71,49,29,50,80,50,61,61,79,73,80,90,80,73,75,70,48,35,48,44,80,62,58,38,66,32,69,60,40,73,60,69,55,60,88,79,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,206
541,Markieff Morris,Inside-Out Scorer,PF,72,68,73,66,49,52,54,55,77,"2,344",93,72,76,74,50,40,57,44,84,63,91,77,92,67,65,67,68,77,75,40,70,44,42,34,78,45,75,42,37,35,50,75,50,55,57,51,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,206
542,David Duke Jr.,Scrappy Two Guard,PG,72,76,72,52,61,52,61,98,76,"2,388",68,73,69,79,90,75,83,83,55,72,80,45,83,70,40,60,30,40,39,70,70,62,73,78,60,32,40,60,59,57,70,55,37,35,69,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,193
543,Patty Mills,3PT Shot Creator,PG,72,79,74,42,75,51,35,80,75,"2,329",54,74,84,90,90,80,83,83,51,66,82,70,82,79,25,25,25,37,25,50,73,79,86,83,84,41,27,65,38,40,72,61,61,40,29,40,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,81,183
544,Yuta Watanabe,Shot-Blocking Wing,SF,72,72,73,54,58,62,60,70,73,"2,421",78,60,77,82,75,60,67,67,60,74,80,85,80,60,40,60,40,43,45,55,85,60,69,65,63,32,58,63,40,74,71,66,65,60,46,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,206
545,Kessler Edwards,Stretch Four,SF,71,73,75,59,53,59,55,35,75,"2,394",64,72,79,80,70,75,72,72,77,70,80,75,80,68,60,65,50,50,50,45,80,50,64,59,64,29,59,63,42,62,70,67,66,45,50,60,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,91,201
546,Chris Chiozza,Tempo-Pushing Point,PG,69,75,71,42,74,54,41,60,73,"2,301",69,73,75,76,77,80,73,76,42,68,80,79,81,70,25,30,35,30,30,40,78,79,78,70,72,71,31,68,49,25,71,65,75,45,38,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,180
547,Alondes Williams,Tempo-Pushing Guard,SG,68,65,80,57,70,52,54,50,75,"2,404",72,72,66,70,60,50,84,84,68,78,88,80,80,73,40,70,44,48,49,50,80,65,77,77,68,64,44,60,35,55,69,52,50,50,52,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,196
548,Julius Erving,All-Around Threat,SF,97,91,93,89,85,84,75,98,97,"3,354",93,93,82,80,98,98,91,90,85,98,98,95,95,98,80,98,85,88,75,93,95,89,85,84,89,80,79,90,75,60,90,96,90,95,70,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,198
549,Kevin Durant,2-Way 3-Level Playmaker,PF,96,95,81,86,82,75,70,90,98,"3,161",97,98,89,88,98,98,80,80,63,77,94,85,88,95,60,85,76,88,89,94,98,78,92,80,88,73,68,85,47,73,85,85,75,85,60,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,208
550,Jason Kidd,2-Way Playshot,PG,95,88,87,67,96,84,60,85,95,"3,123",84,88,80,81,98,95,93,94,70,82,98,90,84,94,25,29,60,68,70,94,95,98,93,94,97,98,70,94,96,30,96,95,95,95,45,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,193
551,James Harden,Versatile Offensive Force,SG,93,92,89,78,89,65,57,75,95,"3,043",92,90,86,86,98,98,87,87,71,87,98,97,95,96,35,84,60,84,65,98,98,78,97,86,95,91,62,70,46,57,75,63,82,65,37,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,196
552,Drazen Petrovic,2-Way Diming 3-Level Scorer,SG,90,94,77,66,76,70,68,98,90,"2,898",90,98,98,87,98,95,74,74,66,40,98,98,89,89,30,60,49,66,40,94,98,78,75,74,78,77,59,80,70,27,75,82,84,85,66,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,196
553,Kyrie Irving,Versatile Offensive Force,PG,89,89,78,58,86,66,48,25,92,"2,703",91,96,93,87,70,95,85,91,37,81,90,81,79,96,25,30,25,70,64,81,71,85,97,85,81,80,31,71,63,51,77,75,86,70,41,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,188
554,Vince Carter,All-Around Threat,SF,89,86,85,79,81,74,53,80,89,"3,014",91,85,84,79,90,85,86,86,57,98,98,90,79,93,80,95,46,78,67,78,98,82,85,85,85,70,60,80,63,61,80,77,88,80,51,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,198
555,Buck Williams,2-Way Inside-the-Arc Scorer,PF,88,76,80,81,47,70,93,98,88,"2,829",94,79,25,71,98,90,65,50,90,74,98,98,85,70,95,58,88,74,88,77,95,49,28,28,90,40,90,33,62,65,33,90,92,95,92,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,203
556,Kenny Anderson,All-Around Threat,PG,88,88,75,59,93,65,36,75,88,"2,753",85,86,84,84,96,95,85,90,35,65,94,70,88,91,25,40,47,63,41,79,89,95,95,93,94,90,30,75,78,29,84,76,78,70,37,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,183
557,Derrick Coleman,2-Way 3-Level Scorer,PF,88,88,74,83,50,70,87,70,88,"2,853",92,88,78,81,96,95,63,55,92,52,95,80,82,79,70,65,90,84,92,88,92,55,48,25,74,50,83,46,57,82,46,84,77,85,84,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,208
558,Richard Jefferson,3-Level Scorer,SF,87,89,84,73,70,69,43,94,87,"2,873",86,88,85,84,96,95,83,81,69,92,98,85,78,85,60,95,45,62,70,85,81,68,79,76,67,62,70,74,60,47,74,78,73,75,31,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,201
559,Brook Lopez,2-Way 3-Level Scorer,C,87,90,64,80,46,61,86,80,87,"2,687",93,90,80,81,97,98,25,25,93,60,95,74,76,72,85,60,92,85,93,76,80,35,35,25,78,59,82,25,56,81,25,84,69,65,82,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,213
560,Kenyon Martin,2-Way 3-Level Scorer,PF,87,81,85,80,47,71,94,80,87,"2,877",96,85,79,68,75,80,73,79,80,85,97,95,85,80,90,70,78,65,78,82,97,48,43,30,62,53,82,60,74,82,72,82,68,50,94,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,206
561,Keith Van Horn,Sharpshooter,SF,86,90,70,75,66,59,76,98,86,"2,762",84,88,87,86,98,95,68,65,44,53,95,95,73,82,50,65,72,75,72,85,95,74,73,68,74,42,52,75,52,50,75,64,50,50,74,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,208
562,Otis Birdsong,2-Way Slashing Combo Guard,SG,86,88,82,62,83,78,57,90,86,"2,923",92,90,72,78,98,95,88,84,39,85,98,98,83,87,25,65,49,59,30,80,98,84,86,80,84,81,49,87,84,49,86,87,88,95,55,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,191
563,Nikola Jokic,Diming 3-Level Scorer,C,96,91,77,90,83,60,83,75,98,"3,037",98,97,80,75,95,98,63,62,93,63,97,80,83,91,90,75,94,95,95,90,90,93,76,60,98,89,70,61,66,62,37,71,56,55,68,98,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,128,211
564,Jamal Murray,All-Around Threat,PG,84,86,79,65,82,64,44,85,87,"2,767",94,79,84,84,85,90,79,79,54,80,95,85,78,90,30,82,38,46,74,78,84,90,88,77,84,70,35,79,56,42,78,75,75,70,37,51,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,97,191
565,Michael Porter Jr.,3-Level Scorer,SF,80,78,79,67,64,58,61,85,85,"2,630",80,84,78,70,75,80,80,81,68,88,88,80,66,84,60,80,50,62,68,55,80,65,78,77,62,37,60,64,56,42,73,60,68,40,44,77,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,98,208
566,Aaron Gordon,Lob Threat,PF,79,73,82,78,59,67,59,75,80,"2,731",75,74,76,75,65,70,71,67,72,92,95,90,84,84,95,95,58,60,74,60,95,65,62,66,60,43,74,76,36,56,76,75,68,75,55,62,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,106,203
567,Bones Hyland,Shooter,SG,76,80,73,52,76,53,47,80,80,"2,468",64,82,80,92,79,85,87,87,32,68,88,70,80,82,25,60,30,32,32,70,85,74,79,84,75,70,30,61,43,53,72,60,59,45,31,62,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,188
568,Zeke Nnaji,Stretch Four,C,76,75,80,72,38,52,65,75,78,"2,477",67,76,85,70,78,75,77,77,70,82,80,89,83,77,80,70,69,67,67,69,77,33,37,52,42,28,69,54,38,56,57,57,42,45,68,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,206
569,Bruce Brown Jr.,3-Level Shot Creator,SG,76,76,81,54,70,70,59,65,77,"2,622",81,76,84,74,70,70,76,78,75,80,92,80,84,80,30,70,28,34,42,55,95,79,77,74,75,43,58,77,63,66,77,79,75,65,56,62,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,91,193
570,Jeff Green,Hybrid Defender,PF,76,72,75,73,59,60,45,98,76,"2,580",94,54,74,83,55,70,63,57,70,84,89,78,82,79,65,80,70,68,72,68,85,69,74,50,70,33,69,70,33,52,75,68,54,60,37,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,106,203
571,Kentavious Caldwell-Pope,2-Way Sharpshooter,SG,76,82,80,54,70,70,43,65,76,"2,615",77,89,83,90,80,75,85,82,60,69,92,85,84,76,35,73,35,58,35,40,80,75,75,80,82,37,45,84,53,47,84,82,82,80,35,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,92,196
572,Ish Smith,Playmaking Shot Creator,PG,75,72,74,45,84,57,44,60,75,"2,408",75,90,81,55,65,65,87,87,32,70,80,78,83,79,25,30,25,32,25,62,81,86,86,87,85,76,25,74,59,57,77,64,52,50,36,52,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,79,183
573,DeAndre Jordan,Glass Cleaner,C,72,38,79,56,37,61,89,45,75,"2,192",74,25,25,51,25,25,65,53,85,83,92,80,94,57,75,75,35,37,35,44,90,25,30,33,66,29,70,57,36,85,62,67,55,55,85,92,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,211
574,Davon Reed,3-Level Scorer,SG,72,76,71,59,65,57,50,50,73,"2,427",85,81,85,79,65,60,69,69,60,75,80,60,86,78,45,65,50,51,57,60,69,70,74,66,72,41,60,64,53,51,69,60,55,40,36,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,196
